Pattern, Support-Frequence
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_3,Vuota_T1_3'], ['Vuota_T2_3']]], ['0.9882039159577611-127085']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T2_2,Vuota_T2_2']]], ['0.4406333498268184-22263']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_2'], ['Vuota_T2_0,Piena_T2_2']]], ['0.4406162243850726-39069']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T2_3,Piena_T2_3,Piena_T2_1']]], ['0.44050963620421235-24617']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_3'], ['Piena_T2_2']]], ['0.44045359941234086-57562']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T2_2,Piena_T2_2,Piena_T2_1']]], ['0.44035625927758537-22249']]
[[[['Piena_T0_3,Piena_T0_2,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_1']]], ['0.44034162270786237-24542']]
[[[['Piena_T0_0'], ['Piena_T1_3,Piena_T1_2'], ['Vuota_T2_2,Vuota_T2_2']]], ['0.440214136648217-24258']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3'], ['Vuota_T2_2,Piena_T2_1']]], ['0.44009383902139304-23637']]
[[[['Piena_T0_0'], ['Vuota_T2_3,Vuota_T2_2,Vuota_T2_2']]], ['0.43981142713194105-36664']]
[[[['Piena_T0_0'], ['Piena_T1_2'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_0']]], ['0.439794490042629-27649']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_1,Piena_T1_3,Piena_T1_2']]], ['0.4397892190739461-40728']]
[[[['Piena_T0_3,Piena_T0_0'], ['Piena_T1_2'], ['Vuota_T2_2,Vuota_T2_2']]], ['0.4396461075455963-24250']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_3,Vuota_T1_2,Piena_T1_3']]], ['0.43961949545961637-36648']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_2'], ['Piena_T2_2']]], ['0.4395413194939215-58608']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_3'], ['Vuota_T2_3,Piena_T2_2']]], ['0.4394856606226974-60838']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_2,Piena_T1_3,Piena_T1_3']]], ['0.43932489633724947-40685']]
[[[['Piena_T0_3,Piena_T0_2,Piena_T0_0'], ['Vuota_T1_2,Vuota_T1_2']]], ['0.43922919582301645-24480']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_3,Piena_T1_2']]], ['0.43906960824859886-61576']]
[[[['Piena_T0_0'], ['Vuota_T1_2'], ['Vuota_T2_3,Piena_T2_3,Piena_T2_1']]], ['0.43890709988833254-24369']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_2'], ['Piena_T2_2']]], ['0.43888893168285564-56977']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_3,Vuota_T1_2'], ['Piena_T2_2']]], ['0.4388329372421214-56688']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_2,Vuota_T1_2']]], ['0.4387917901227163-36579']]
[[[['Vuota_T0_0,Vuota_T0_1'], ['Piena_T1_2'], ['Vuota_T2_0,Piena_T2_3']]], ['0.43860923431140103-32004']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T2_3,Piena_T2_3,Piena_T2_0']]], ['0.43852334341391835-24506']]
[[[['Vuota_T0_3,Vuota_T0_0'], ['Piena_T1_3'], ['Vuota_T2_3,Piena_T2_2']]], ['0.43848267656307544-61912']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T1_2,Vuota_T1_2']]], ['0.4381791192478971-22139']]
[[[['Vuota_T0_0,Vuota_T0_1,Piena_T0_2'], ['Vuota_T2_0,Piena_T2_3']]], ['0.4378669613870277-31695']]
[[[['Piena_T0_0'], ['Piena_T1_0'], ['Vuota_T2_2,Vuota_T2_2']]], ['0.4376652754325039-27474']]
[[[['Vuota_T0_3,Piena_T0_2,Piena_T0_0'], ['Vuota_T2_2,Piena_T2_1']]], ['0.43765063591531017-23606']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Piena_T1_2'], ['Vuota_T2_0,Piena_T2_3']]], ['0.4374950819672131-33359']]
[[[['Piena_T0_0'], ['Vuota_T1_3'], ['Vuota_T2_2,Piena_T2_3,Piena_T2_3']]], ['0.43745867471611327-30434']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_2,Piena_T1_1']]], ['0.43744967163538107-24446']]
[[[['Piena_T0_3,Piena_T0_3,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_1']]], ['0.4374069274953101-22617']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Piena_T1_3,Piena_T1_3,Piena_T1_2']]], ['0.43737042156185213-40504']]
[[[['Piena_T0_0'], ['Vuota_T2_3,Vuota_T2_3,Vuota_T2_2,Piena_T2_3']]], ['0.43731631539172056-36456']]
[[[['Vuota_T0_0'], ['Piena_T1_2'], ['Vuota_T2_2,Piena_T2_3,Piena_T2_3']]], ['0.43715829420466973-40779']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Piena_T1_3'], ['Piena_T2_1,Piena_T2_0']]], ['0.4370075238789776-24569']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Piena_T1_3,Piena_T1_1']]], ['0.43698043496515243-36428']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T2_2,Piena_T2_2,Piena_T2_2']]], ['0.4368717900242619-27730']]
[[[['Piena_T0_0'], ['Vuota_T2_3,Vuota_T2_3,Vuota_T2_3,Piena_T2_2']]], ['0.43665655026810457-36401']]
[[[['Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_2'], ['Vuota_T2_0,Piena_T2_3']]], ['0.43652566626012823-36150']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T2_2,Piena_T2_3,Piena_T2_3']]], ['0.4364009000616284-30449']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_2'], ['Vuota_T2_0,Piena_T2_2']]], ['0.43637227534596423-36736']]
[[[['Vuota_T0_0,Vuota_T0_1'], ['Piena_T1_3'], ['Piena_T2_2']]], ['0.43629055030480207-52532']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_2'], ['Piena_T2_2']]], ['0.4362632552925187-56815']]
[[[['Piena_T0_0'], ['Piena_T1_3,Piena_T1_3'], ['Vuota_T2_2,Vuota_T2_2']]], ['0.43626178439677554-22351']]
[[[['Piena_T0_0'], ['Piena_T1_1'], ['Vuota_T2_2,Vuota_T2_2']]], ['0.4362603917723717-21358']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T2_1,Vuota_T2_1']]], ['0.4360746371803732-40384']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T2_3,Vuota_T2_2,Piena_T2_1']]], ['0.43603600379364027-24367']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Piena_T1_3'], ['Piena_T2_1,Piena_T2_0']]], ['0.43590338647196386-24418']]
[[[['Piena_T0_0'], ['Vuota_T1_2'], ['Vuota_T2_3,Piena_T2_3,Piena_T2_0']]], ['0.4358992831670329-24202']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Piena_T1_3,Piena_T1_2,Piena_T1_0']]], ['0.4357448748245625-36325']]
[[[['Piena_T0_3,Piena_T0_3,Piena_T0_0'], ['Vuota_T2_2,Vuota_T2_2']]], ['0.435627671301758-22525']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Piena_T1_3,Piena_T1_2,Piena_T1_2']]], ['0.43545697731607547-36301']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_2'], ['Vuota_T2_0,Piena_T2_3']]], ['0.43536719035440263-35748']]
[[[['Vuota_T0_2,Vuota_T0_2,Vuota_T0_0'], ['Piena_T1_3'], ['Piena_T2_2']]], ['0.4352310826635866-54262']]
[[[['Vuota_T0_3,Piena_T0_3,Piena_T0_0'], ['Piena_T2_1,Piena_T2_0']]], ['0.4346468427869347-24498']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Piena_T2_3,Piena_T2_3,Piena_T2_3']]], ['0.43458654689261494-24286']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_3,Piena_T1_3,Piena_T1_3']]], ['0.4340894641507623-36187']]
[[[['Piena_T0_3,Piena_T0_3,Piena_T0_0'], ['Vuota_T1_2,Vuota_T1_2']]], ['0.434080492003017-22445']]
[[[['Piena_T0_0'], ['Vuota_T1_2,Piena_T1_3,Piena_T1_2']]], ['0.43406547269172174-36185']]
[[[['Vuota_T0_3,Vuota_T0_0,Vuota_T0_1'], ['Piena_T1_3'], ['Piena_T2_2']]], ['0.4340130950757059-50908']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T1_3'], ['Piena_T2_1,Piena_T2_0']]], ['0.43370534522347415-24366']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_0,Piena_T1_3,Piena_T1_2']]], ['0.43367743607463716-40162']]
[[[['Vuota_T0_0'], ['Vuota_T1_0,Piena_T1_3'], ['Piena_T2_2']]], ['0.43358302576316793-47695']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_3,Piena_T1_0']]], ['0.4334484686053344-30243']]
[[[['Piena_T0_0'], ['Piena_T1_3'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_1']]], ['0.43334834158787333-28874']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Piena_T1_2'], ['Vuota_T2_2,Piena_T2_0']]], ['0.43334772569411856-23084']]
[[[['Vuota_T0_0,Vuota_T0_1'], ['Vuota_T1_3,Piena_T1_3'], ['Piena_T2_2']]], ['0.43322982709556884-50087']]
[[[['Vuota_T0_0'], ['Vuota_T1_3,Piena_T1_2'], ['Vuota_T2_0,Piena_T2_3']]], ['0.4331490709315656-38160']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Piena_T1_3'], ['Vuota_T2_2,Piena_T2_1']]], ['0.4331363693164575-24263']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_3'], ['Vuota_T2_3,Piena_T2_2']]], ['0.433044309122802-60731']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_0']]], ['0.43302769637962-27486']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_3,Piena_T1_0']]], ['0.43283864259381793-27474']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Piena_T1_3,Piena_T1_3,Piena_T1_1']]], ['0.43227322889943104-30161']]
[[[['Piena_T0_0'], ['Vuota_T1_2'], ['Piena_T2_3,Piena_T2_3,Piena_T2_3']]], ['0.43213500954576567-23993']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_3'], ['Vuota_T2_0,Piena_T2_3']]], ['0.4320798333752947-37756']]
[[[['Vuota_T0_0,Vuota_T0_1,Piena_T0_3'], ['Piena_T1_2']]], ['0.43201477630776175-51691']]
[[[['Vuota_T0_0'], ['Piena_T2_3']]], ['0.431847144928214-147747']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_1']]], ['0.43175158473866765-28879']]
[[[['Vuota_T0_0'], ['Piena_T1_2'], ['Vuota_T2_1,Vuota_T2_1']]], ['0.4317338822066422-40273']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T1_3'], ['Vuota_T2_2,Piena_T2_1']]], ['0.43148039372741676-24241']]
[[[['Piena_T0_0'], ['Piena_T1_3'], ['Vuota_T2_3,Vuota_T2_2,Vuota_T2_2']]], ['0.4314723097703737-28749']]
[[[['Piena_T0_0'], ['Piena_T1_0'], ['Vuota_T2_2,Piena_T2_3,Piena_T2_2']]], ['0.4313250708892217-27076']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Piena_T1_2'], ['Vuota_T2_2,Piena_T2_0']]], ['0.4313204794943242-23064']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T2_3,Vuota_T2_2,Vuota_T2_2']]], ['0.4310339672288004-28831']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Piena_T1_3'], ['Vuota_T2_2,Piena_T2_1']]], ['0.4310311093719429-24233']]
[[[['Piena_T0_0'], ['Piena_T1_0'], ['Vuota_T2_3,Vuota_T2_2,Piena_T2_0']]], ['0.4308949565106573-27049']]
[[[['Vuota_T0_0'], ['Vuota_T1_3,Vuota_T1_0,Piena_T1_3'], ['Piena_T2_2']]], ['0.43088552915766737-45486']]
[[[['Vuota_T0_0'], ['Vuota_T1_2,Vuota_T1_2,Piena_T1_3'], ['Piena_T2_2']]], ['0.4308107883472551-51833']]
[[[['Vuota_T0_3,Vuota_T0_0'], ['Vuota_T1_0,Piena_T1_3'], ['Piena_T2_2']]], ['0.4307859745421852-45519']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T1_2,Piena_T1_2,Piena_T1_0']]], ['0.43077684314695697-21765']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T2_3,Piena_T2_2,Piena_T2_1']]], ['0.43056027772310007-24061']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T2_2,Piena_T2_3,Piena_T2_3']]], ['0.4304379751209399-39862']]
[[[['Vuota_T0_0,Vuota_T0_1,Piena_T0_3'], ['Piena_T2_2']]], ['0.43028474479945844-51484']]
[[[['Vuota_T0_3,Vuota_T0_0,Vuota_T0_1,Piena_T0_3'], ['Piena_T1_2']]], ['0.43027727701948665-50123']]
[[[['Vuota_T0_2,Vuota_T0_2,Vuota_T0_0,Piena_T0_3'], ['Piena_T1_2']]], ['0.4300803079685238-53179']]
[[[['Vuota_T0_3,Vuota_T0_0'], ['Piena_T2_3']]], ['0.4300553617909706-141923']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Piena_T1_0'], ['Vuota_T2_2,Piena_T2_1']]], ['0.43003248937847244-22369']]
[[[['Vuota_T0_0'], ['Piena_T1_3'], ['Vuota_T2_3,Piena_T2_2']]], ['0.4299294194443311-63228']]
[[[['Vuota_T0_0'], ['Piena_T1_3']]], ['0.4298566618341673-147066']]
[[[['Vuota_T0_0'], ['Vuota_T1_3'], ['Piena_T2_3']]], ['0.429827438742133-140211']]
[[[['Vuota_T0_2,Vuota_T0_2,Vuota_T0_0,Piena_T0_3'], ['Piena_T2_2']]], ['0.4297082871677086-53133']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_2,Vuota_T1_2']]], ['0.4296884343977993-28741']]
[[[['Vuota_T0_0'], ['Vuota_T1_1,Piena_T1_3'], ['Piena_T2_2']]], ['0.4296731900125325-49027']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T2_3,Vuota_T2_2,Vuota_T2_2']]], ['0.42954595582443206-27265']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Piena_T2_3,Piena_T2_2,Piena_T2_0']]], ['0.42936379401774327-29958']]
[[[['Vuota_T0_3,Piena_T0_3,Piena_T0_0'], ['Vuota_T2_2,Piena_T2_1']]], ['0.4292887177758459-24196']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_3'], ['Vuota_T2_2,Piena_T2_0']]], ['0.4292663825172824-28502']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Piena_T1_2,Piena_T1_1']]], ['0.4291712150474431-35777']]
[[[['Vuota_T0_3,Vuota_T0_0'], ['Vuota_T1_3'], ['Piena_T2_3']]], ['0.42901463420687685-138283']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T1_2,Piena_T1_2,Piena_T1_2']]], ['0.4289163780306779-21671']]
[[[['Vuota_T0_3,Vuota_T0_3,Vuota_T0_0'], ['Piena_T2_3']]], ['0.4287785476007185-133676']]
[[[['Vuota_T0_0'], ['Piena_T1_2'], ['Vuota_T2_0,Piena_T2_3']]], ['0.4287429514804571-39994']]
[[[['Piena_T0_0'], ['Piena_T1_2'], ['Vuota_T2_3,Vuota_T2_2,Vuota_T2_2']]], ['0.428628236940892-26947']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T2_1,Vuota_T2_0,Piena_T2_3']]], ['0.42845023978764596-62627']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_3'], ['Vuota_T2_2,Piena_T2_1']]], ['0.4284309836320047-24840']]
[[[['Piena_T0_0'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_3,Piena_T2_3']]], ['0.42833151398102276-35707']]
[[[['Piena_T0_0'], ['Vuota_T1_2'], ['Vuota_T2_3,Piena_T2_2,Piena_T2_1']]], ['0.4282986924102158-23780']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Piena_T1_0'], ['Vuota_T2_2,Piena_T2_1']]], ['0.4282400751432898-22340']]
[[[['Vuota_T0_3,Vuota_T0_0,Vuota_T0_1,Piena_T0_3'], ['Piena_T2_2']]], ['0.42823418319169027-49885']]
[[[['Piena_T0_0'], ['Vuota_T1_3'], ['Piena_T2_3,Piena_T2_2,Piena_T2_0']]], ['0.4281730631019117-29788']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_0'], ['Piena_T2_2']]], ['0.42816097212817744-46792']]
[[[['Vuota_T0_3,Vuota_T0_3,Vuota_T0_0'], ['Vuota_T1_3'], ['Piena_T2_3']]], ['0.4281548051575651-131396']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_3,Piena_T1_2']]], ['0.42810133336982026-62576']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_2,Vuota_T1_2']]], ['0.4280020165737152-27167']]
[[[['Vuota_T0_0'], ['Vuota_T1_3,Vuota_T1_3'], ['Piena_T2_3']]], ['0.42798534750484535-130506']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T2_3,Vuota_T2_1,Vuota_T2_1']]], ['0.427857204561161-39623']]
[[[['Vuota_T0_3,Vuota_T0_0'], ['Piena_T1_3']]], ['0.427852404919836-141196']]
[[[['Vuota_T0_3,Vuota_T0_0'], ['Piena_T1_2'], ['Vuota_T2_0,Piena_T2_3']]], ['0.42774986853441044-38231']]
[[[['Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_3'], ['Vuota_T2_3,Piena_T2_2']]], ['0.42763770090299336-57445']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Piena_T1_3'], ['Vuota_T2_1,Vuota_T2_1']]], ['0.4275724125485006-28431']]
[[[['Vuota_T0_3,Vuota_T0_0'], ['Vuota_T1_3,Vuota_T1_3'], ['Piena_T2_3']]], ['0.42748494248970614-129672']]
[[[['Vuota_T0_0,Vuota_T0_1,Piena_T0_3'], ['Vuota_T1_3'], ['Piena_T2_2']]], ['0.42741619247627594-49049']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T2_0,Piena_T2_3']]], ['0.4274036800276434-39581']]
[[[['Vuota_T0_2,Vuota_T0_0,Vuota_T0_1'], ['Piena_T1_3'], ['Piena_T2_2']]], ['0.42736801882777964-49211']]
[[[['Vuota_T0_2,Vuota_T0_0'], ['Piena_T2_3']]], ['0.4273475621112229-137676']]
[[[['Vuota_T0_0'], ['Vuota_T1_3,Vuota_T1_1,Piena_T1_3'], ['Piena_T2_2']]], ['0.42726607196117244-47274']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Piena_T1_3'], ['Vuota_T2_2,Piena_T2_0']]], ['0.4272095970865987-23931']]
[[[['Vuota_T0_3,Vuota_T0_0'], ['Vuota_T1_1,Piena_T1_3'], ['Piena_T2_2']]], ['0.42720869063918715-47427']]
[[[['Piena_T0_0'], ['Piena_T1_3,Piena_T1_0'], ['Vuota_T2_2,Vuota_T2_2']]], ['0.42713676473478374-21734']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_1,Piena_T1_0']]], ['0.4271066335021384-23868']]
[[[['Vuota_T0_0'], ['Vuota_T1_2'], ['Piena_T2_3']]], ['0.4270757643728636-135184']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3'], ['Vuota_T2_2,Piena_T2_0']]], ['0.4270234038987879-22935']]
[[[['Vuota_T0_3,Vuota_T0_2,Vuota_T0_0'], ['Piena_T2_3']]], ['0.4266384052421341-134255']]
[[[['Vuota_T0_2,Vuota_T0_0'], ['Piena_T1_3'], ['Vuota_T2_3,Piena_T2_2']]], ['0.42663501917107904-58417']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Piena_T1_3,Piena_T1_1,Piena_T1_0']]], ['0.42655468447680334-29762']]
[[[['Vuota_T0_2,Vuota_T0_0'], ['Piena_T1_2'], ['Vuota_T2_0,Piena_T2_3']]], ['0.4265114744828236-36204']]
[[[['Vuota_T0_2,Vuota_T0_0'], ['Vuota_T1_3'], ['Piena_T2_3']]], ['0.42648993839175126-132568']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_2'], ['Vuota_T2_0,Piena_T2_3']]], ['0.4264399057167669-37812']]
[[[['Piena_T0_0'], ['Vuota_T2_2,Piena_T2_3,Piena_T2_2']]], ['0.42636421433969507-35543']]
[[[['Vuota_T0_3,Vuota_T0_0'], ['Vuota_T1_2'], ['Piena_T2_3']]], ['0.42636288613084355-131744']]
[[[['Piena_T0_3,Piena_T0_0'], ['Piena_T1_0'], ['Vuota_T2_2,Vuota_T2_2']]], ['0.42635506290484537-21655']]
[[[['Vuota_T0_3,Vuota_T0_3,Vuota_T0_0'], ['Piena_T1_3']]], ['0.4261515268154991-132857']]
[[[['Vuota_T0_0'], ['Vuota_T1_3,Vuota_T1_2'], ['Piena_T2_3']]], ['0.4260872391601118-131090']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_1']]], ['0.4260327063049438-27042']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Piena_T2_3,Piena_T2_2,Piena_T2_1']]], ['0.4260150671939588-23807']]
[[[['Vuota_T0_3,Vuota_T0_3,Vuota_T0_2,Vuota_T0_0'], ['Piena_T2_3']]], ['0.42599323556577384-128218']]
[[[['Vuota_T0_3,Vuota_T0_2,Vuota_T0_0'], ['Vuota_T1_3'], ['Piena_T2_3']]], ['0.42597851947301624-131241']]
[[[['Vuota_T0_0,Piena_T0_3,Piena_T0_2'], ['Vuota_T2_1,Vuota_T2_1']]], ['0.42593316102662737-28345']]
[[[['Vuota_T0_3,Vuota_T0_3,Vuota_T0_3,Vuota_T0_0'], ['Piena_T2_3']]], ['0.42591401196776313-123136']]
[[[['Vuota_T0_3,Vuota_T0_3,Vuota_T0_0'], ['Vuota_T1_2'], ['Piena_T2_3']]], ['0.4256367033591941-125745']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_0'], ['Piena_T2_2']]], ['0.42555625464737173-44640']]
[[[['Vuota_T0_3,Vuota_T0_0'], ['Vuota_T1_3,Vuota_T1_2'], ['Piena_T2_3']]], ['0.4255538449923353-129642']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Piena_T1_3'], ['Vuota_T2_2,Piena_T2_0']]], ['0.4254993685633482-23922']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_3,Vuota_T1_0'], ['Piena_T2_2']]], ['0.4254531577943141-44596']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_2,Vuota_T1_2'], ['Piena_T2_2']]], ['0.4254482330644214-50733']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_2'], ['Vuota_T2_0,Piena_T2_3']]], ['0.42543208410049294-35815']]
[[[['Piena_T0_0'], ['Piena_T1_3'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_0']]], ['0.42540897493621493-28345']]
[[[['Vuota_T0_2,Vuota_T0_0'], ['Vuota_T1_2'], ['Piena_T2_3']]], ['0.4253411004736925-132085']]
[[[['Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_3'], ['Vuota_T2_2,Piena_T2_2']]], ['0.4251513053576613-57111']]
[[[['Vuota_T0_2,Vuota_T0_0'], ['Vuota_T1_3,Vuota_T1_3'], ['Piena_T2_3']]], ['0.4250863491739404-124918']]
[[[['Vuota_T0_2,Vuota_T0_0'], ['Piena_T1_3']]], ['0.42501645124843246-136925']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T1_3'], ['Vuota_T2_2,Piena_T2_0']]], ['0.42494793613499227-23874']]
[[[['Vuota_T0_3,Vuota_T0_2,Vuota_T0_0'], ['Vuota_T1_2'], ['Piena_T2_3']]], ['0.4248809841059908-129143']]
[[[['Vuota_T0_3,Piena_T0_2,Piena_T0_0'], ['Vuota_T2_2,Piena_T2_0']]], ['0.4248767102970077-22917']]
[[[['Vuota_T0_3,Vuota_T0_3,Piena_T0_0'], ['Vuota_T2_2,Piena_T2_1']]], ['0.42486050304747186-24746']]
[[[['Vuota_T0_0'], ['Vuota_T1_3,Vuota_T1_3,Vuota_T1_2'], ['Piena_T2_3']]], ['0.4247573562868413-124157']]
[[[['Vuota_T0_0'], ['Piena_T1_2'], ['Vuota_T2_1,Piena_T2_3,Piena_T2_2']]], ['0.4247014429364722-39617']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_3,Piena_T1_2']]], ['0.42464252088972576-57731']]
[[[['Vuota_T0_0,Vuota_T0_1'], ['Vuota_T1_2,Piena_T1_3'], ['Piena_T2_2']]], ['0.42461914980403287-47886']]
[[[['Piena_T0_0'], ['Vuota_T1_2'], ['Vuota_T2_2,Piena_T2_3,Piena_T2_1']]], ['0.42457044054608983-23573']]
[[[['Piena_T0_0'], ['Vuota_T1_2'], ['Vuota_T2_2,Piena_T2_3,Piena_T2_0']]], ['0.42455242966751916-23572']]
[[[['Vuota_T0_2,Vuota_T0_0'], ['Vuota_T1_3,Vuota_T1_2'], ['Piena_T2_3']]], ['0.4245130433919765-128346']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T2_3,Piena_T2_2']]], ['0.4243180931922201-62023']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_3,Vuota_T1_3,Piena_T1_0']]], ['0.42419298729652244-35362']]
[[[['Vuota_T0_3,Vuota_T0_2,Vuota_T0_0'], ['Piena_T1_3']]], ['0.4241851271605213-133483']]
[[[['Vuota_T0_0'], ['Vuota_T1_3,Vuota_T1_3,Vuota_T1_3'], ['Piena_T2_3']]], ['0.4241249580593808-118822']]
[[[['Vuota_T0_0'], ['Piena_T1_2'], ['Vuota_T2_3,Vuota_T2_1,Vuota_T2_1']]], ['0.4239295898458438-39545']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_1'], ['Piena_T2_2']]], ['0.4238929848571807-48008']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_0']]], ['0.4238428417653391-28350']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_3,Piena_T1_3,Piena_T1_0']]], ['0.4237371495747514-35324']]
[[[['Vuota_T0_2,Vuota_T0_2,Vuota_T0_0'], ['Piena_T2_3']]], ['0.42371181707988237-125492']]
[[[['Piena_T0_0'], ['Piena_T1_0'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_1']]], ['0.423598942237232-26591']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_1']]], ['0.42341593453054904-29543']]
